NO,MODE,DEVICE,ACTUAL,REFER,MEASURE,LIMIT_DOWN,PRESENT_DOWN,LIMIT_UP,PRESENT_UP,FILENAME
597,R.,R715,039.0 o,39.0 o,43.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220402075355.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220402075543.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220402075738.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220402075900.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220402080000.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220402080047.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220402080133.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412082646.CSV"
597,R.,R715,039.0 o,39.0 o,43.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412082039.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220402080219.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220402075642.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412082148.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412083113.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412082752.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412082906.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412084814.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412092818.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412085200.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412093658.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412093905.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412093506.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412094106.CSV"
597,R.,R715,039.0 o,39.0 o,43.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412095513.CSV"
597,R.,R715,039.0 o,39.0 o,45.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412093359.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412094021.CSV"
597,R.,R715,039.0 o,39.0 o,43.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412094232.CSV"
597,R.,R715,039.0 o,39.0 o,43.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412095636.CSV"
597,R.,R715,039.0 o,39.0 o,43.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412095554.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412095927.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412100850.CSV"
597,R.,R715,039.0 o,39.0 o,43.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412101405.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412101019.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412101324.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412102944.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412102843.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412110659.CSV"
597,R.,R715,039.0 o,39.0 o,44.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412103133.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412102728.CSV"
597,R.,R715,039.0 o,39.0 o,45.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412110743.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412110827.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412102632.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412111211.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412111128.CSV"
597,R.,R715,039.0 o,39.0 o,46.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412111556.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412111404.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412130454.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412130220.CSV"
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412130126.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412130811.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412130908.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412131039.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412130342.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412131321.CSV"
597,R.,R715,039.0 o,39.0 o,45.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412131133.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412131536.CSV"
597,R.,R715,039.0 o,39.0 o,46.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412132326.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412130550.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412131415.CSV"
597,R.,R715,039.0 o,39.0 o,45.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412132539.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412132633.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412133043.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412131802.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412132727.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412132845.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412133233.CSV"
597,R.,R715,039.0 o,39.0 o,44.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412133140.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412133527.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412133326.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412132936.CSV"
597,R.,R715,039.0 o,39.0 o,45.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412133852.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412133729.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412135901.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412135758.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412135955.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412140152.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412140340.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412140245.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412140054.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412140437.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412140533.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412140626.CSV"
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412141113.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412140723.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412141209.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412141300.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412141351.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412141954.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412141744.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412141844.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412142046.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412142358.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412142704.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412142610.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412142945.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412142758.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412142852.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412143036.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412143157.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412143250.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412143435.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412143527.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412143730.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412143343.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412143835.CSV"
597,R.,R715,039.0 o,39.0 o,45.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412144318.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412145628.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412145449.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412145539.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412145715.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220412145803.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516173308.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516173602.CSV"
597,R.,R715,039.0 o,39.0 o,42.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516173359.CSV"
597,R.,R715,039.0 o,39.0 o,40.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516174929.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516175009.CSV"
597,R.,R715,039.0 o,39.0 o,42.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516175137.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516175412.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516175623.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516175938.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516175801.CSV"
597,R.,R715,039.0 o,39.0 o,42.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516180257.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516180350.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516180048.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516180606.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516180444.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516180700.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516180745.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516180932.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516181211.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516181251.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516181019.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516181127.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516181556.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516181508.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516181413.CSV"
597,R.,R715,039.0 o,39.0 o,41.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516181837.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516180843.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516181656.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516182004.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516182136.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516182051.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516182504.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516182331.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516182547.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516182829.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516182649.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516182908.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516183146.CSV"
597,R.,R715,039.0 o,39.0 o,40.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517083723.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516183314.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516183102.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220516183227.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517083638.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517084225.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517085425.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517085504.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517084628.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517085739.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517090503.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517090809.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517090729.CSV"
597,R.,R715,039.0 o,39.0 o,41.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517090249.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517090850.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517091416.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517091015.CSV"
597,R.,R715,039.0 o,39.0 o,41.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517091717.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517091455.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517091638.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517091916.CSV"
597,R.,R715,039.0 o,39.0 o,41.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517092055.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517091839.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517092421.CSV"
597,R.,R715,039.0 o,39.0 o,40.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517092459.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517092536.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517092812.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517092854.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517093140.CSV"
597,R.,R715,039.0 o,39.0 o,40.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517093035.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517092950.CSV"
597,R.,R715,039.0 o,39.0 o,41.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517093609.CSV"
597,R.,R715,039.0 o,39.0 o,41.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517093220.CSV"
597,R.,R715,039.0 o,39.0 o,40.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517093758.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517093709.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517094131.CSV"
597,R.,R715,039.0 o,39.0 o,42.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517093836.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517093927.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100237.CSV"
597,R.,R715,039.0 o,39.0 o,41.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517095430.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517094020.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517095529.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517095634.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100109.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100015.CSV"
597,R.,R715,039.0 o,39.0 o,41.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517095926.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100503.CSV"
597,R.,R715,039.0 o,39.0 o,42.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100409.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100554.CSV"
597,R.,R715,039.0 o,39.0 o,40.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100826.CSV"
597,R.,R715,039.0 o,39.0 o,41.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100905.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100635.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100944.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517100326.CSV"
597,R.,R715,039.0 o,39.0 o,42.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102056.CSV"
597,R.,R715,039.0 o,39.0 o,42.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517101235.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102141.CSV"
597,R.,R715,039.0 o,39.0 o,41.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517101352.CSV"
597,R.,R715,039.0 o,39.0 o,41.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102306.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102223.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102348.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517101442.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102432.CSV"
597,R.,R715,039.0 o,39.0 o,41.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102514.CSV"
597,R.,R715,039.0 o,39.0 o,40.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102601.CSV"
597,R.,R715,039.0 o,39.0 o,40.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220517102741.CSV"
