NO,MODE,DEVICE,ACTUAL,REFER,MEASURE,LIMIT_DOWN,PRESENT_DOWN,LIMIT_UP,PRESENT_UP,FILENAME
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610182337.CSV"
597,R.,R715,039.0 o,39.0 o,45.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610182233.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610182506.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610182421.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610182702.CSV"
597,R.,R715,039.0 o,39.0 o,46.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610183605.CSV"
597,R.,R715,039.0 o,39.0 o,45.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610182803.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610184109.CSV"
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610184250.CSV"
597,R.,R715,039.0 o,39.0 o,45.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610183709.CSV"
597,R.,R715,039.0 o,39.0 o,45.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610183915.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610184430.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610184336.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610184811.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610184726.CSV"
597,R.,R715,039.0 o,39.0 o,45.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610185855.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610184912.CSV"
597,R.,R715,039.0 o,39.0 o,45.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610190841.CSV"
597,R.,R715,039.0 o,39.0 o,45.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610190603.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610191444.CSV"
597,R.,R715,039.0 o,39.0 o,45.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610191033.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610191324.CSV"
597,R.,R715,039.0 o,39.0 o,46.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610191536.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610195223.CSV"
597,R.,R715,039.0 o,39.0 o,46.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610213042.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610212907.CSV"
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610195326.CSV"
597,R.,R715,039.0 o,39.0 o,45.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610212955.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610213128.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610213446.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610213351.CSV"
597,R.,R715,039.0 o,39.0 o,46.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610213305.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610213910.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610213218.CSV"
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214135.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610213813.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214341.CSV"
597,R.,R715,039.0 o,39.0 o,45.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610213729.CSV"
597,R.,R715,039.0 o,39.0 o,45.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214301.CSV"
597,R.,R715,039.0 o,39.0 o,46.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214545.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214504.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214423.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214752.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214628.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214218.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610215037.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610215354.CSV"
597,R.,R715,039.0 o,39.0 o,46.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610215308.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610215438.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610215522.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610215608.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613161827.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610214709.CSV"
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610215658.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220611024949.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162135.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162300.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162048.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162002.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162217.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162343.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162428.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162904.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162638.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162736.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613163120.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613163209.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613163037.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613162955.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613164052.CSV"
597,R.,R715,039.0 o,39.0 o,43.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613164609.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613164406.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613164217.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613171519.CSV"
597,R.,R715,039.0 o,39.0 o,43.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613171413.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613171604.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613163252.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613171730.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613172305.CSV"
597,R.,R715,039.0 o,39.0 o,43.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613172021.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613172208.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613172421.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613172928.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613172120.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613173020.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613172511.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613173220.CSV"
597,R.,R715,039.0 o,39.0 o,44.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613173119.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613172840.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613173510.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613173416.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613173806.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613173615.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613173922.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613175626.CSV"
597,R.,R715,039.0 o,39.0 o,46.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613175927.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613180016.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613180142.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613180426.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613180520.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613180701.CSV"
597,R.,R715,039.0 o,39.0 o,43.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613180244.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613180753.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613180844.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613180617.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613181113.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613181202.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613181247.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613181539.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613181634.CSV"
597,R.,R715,039.0 o,39.0 o,43.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613181738.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613182153.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613181340.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613181942.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613181822.CSV"
597,R.,R715,039.0 o,39.0 o,44.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613182400.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613182247.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613182600.CSV"
597,R.,R715,039.0 o,39.0 o,43.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613182802.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613182708.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613183226.CSV"
597,R.,R715,039.0 o,39.0 o,45.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613183524.CSV"
597,R.,R715,039.0 o,39.0 o,45.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613183720.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613183048.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613184313.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613184217.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613184400.CSV"
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613184816.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613185228.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613184932.CSV"
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613184609.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613185511.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613185709.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613185058.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613191918.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613185332.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613190017.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613191815.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613192018.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613192134.CSV"
597,R.,R715,039.0 o,39.0 o,44.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613192544.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613195137.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613192720.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613192349.CSV"
597,R.,R715,039.0 o,39.0 o,46.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613192626.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613195228.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613195605.CSV"
597,R.,R715,039.0 o,39.0 o,43.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613200544.CSV"
597,R.,R715,039.0 o,39.0 o,45.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613195648.CSV"
597,R.,R715,039.0 o,39.0 o,44.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613195734.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613200045.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613200626.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613200726.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613201023.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613200129.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613200814.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613201334.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613201251.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613201110.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613201418.CSV"
597,R.,R715,039.0 o,39.0 o,44.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220613201505.CSV"
597,R.,R715,039.0 o,39.0 o,48.4,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613201639.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613201723.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202037.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613201859.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613201819.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613201942.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202220.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202307.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202430.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202349.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202635.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202713.CSV"
597,R.,R715,039.0 o,39.0 o,44.0,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202511.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202756.CSV"
597,R.,R715,039.0 o,39.0 o,44.5,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202836.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613202920.CSV"
597,R.,R715,039.0 o,39.0 o,44.6,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613203053.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613203011.CSV"
597,R.,R715,039.0 o,39.0 o,45.9,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613203134.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613203559.CSV"
597,R.,R715,039.0 o,39.0 o,44.1,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613203650.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220619034151.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,27.3 o,30,50.7 o,30,"EC16004-32,-34,-38_20220613203733.CSV"
